token	rank
governments	4579
gods	4580
gm	4581
glorious	4582
glenn	4583
generous	4584
garner	4585
gallup	4586
gallery	4587
fuels	4588
friendly	4589
foster	4590
fossil	4591
forprofit	4592
forms	4593
formal	4594
forgive	4595
forgets	4596
flip	4597
firefighters	4598
fest	4599
fell	4600
feeding	4601
farewell	4602
fallen	4603
extremists	4604
express	4605
explores	4606
explore	4607
explode	4608
existence	4609
executed	4610
excitedly	4611
exact	4612
evangelical	4613
eva	4614
establishment	4615
essentials	4616
er	4617
environmental	4618
envelope	4619
endless	4620
emotionally	4621
embassy	4622
elementary	4623
eight	4624
egyptian	4625
editorial	4626
earn	4627
earlier	4628
ear	4629
dreading	4630
doors	4631
dollars	4632
divided	4633
discusses	4634
disability	4635
dignity	4636
diego	4637
dicaprio	4638
dialogue	4639
dhs	4640
destroying	4641
desire	4642
dept	4643
deny	4644
democrat	4645
defiant	4646
defending	4647
danger	4648
d	4649
cutest	4650
curtain	4651
cuomo	4652
crude	4653
crossing	4654
creek	4655
crashing	4656
crap	4657
cow	4658
counter	4659
copy	4660
cooler	4661
cookies	4662
convince	4663
convicted	4664
contempt	4665
contain	4666
constituents	4667
consequences	4668
connecticut	4669
connected	4670
confirmation	4671
concludes	4672
conan	4673
con	4674
complain	4675
competition	4676
comedians	4677
comeback	4678
cocaine	4679
closes	4680
classroom	4681
classmates	4682
clark	4683
christians	4684
chooses	4685
chilling	4686
champion	4687
celebs	4688
cd	4689
cave	4690
caucus	4691
catching	4692
casino	4693
carol	4694
cares	4695
captured	4696
cannes	4697
busted	4698
bursts	4699
burn	4700
burden	4701
bullshit	4702
bucket	4703
bryan	4704
breath	4705
boo	4706
bolton	4707
bo	4708
blowing	4709
bloomberg	4710
bleeding	4711
bitter	4712
bitcoin	4713
beware	4714
berkeley	4715
beijing	4716
behold	4717
beard	4718
beans	4719
battles	4720
baton	4721
bathing	4722
bat	4723
based	4724
bartender	4725
barrel	4726
barbara	4727
banning	4728
balcony	4729
backup	4730
aware	4731
awakens	4732
attending	4733
athletes	4734
ate	4735
assad	4736
asians	4737
ashley	4738
arabia	4739
aquarium	4740
appoints	4741
apples	4742
anxious	4743
andy	4744
analytica	4745
analyst	4746
alltime	4747
alec	4748
aint	4749
aim	4750
ailes	4751
affects	4752
advertisers	4753
additional	4754
activism	4755
active	4756
aclu	4757
85	4758
80s	4759
78	4760
72	4761
58	4762
40000	4763
3yearold	4764
37	4765
26	4766
zuckerbergs	4767
z	4768
yorks	4769
ya	4770
wreck	4771
wow	4772
worship	4773
worries	4774
woes	4775
wives	4776
witch	4777
whenever	4778
wendy	4779
waters	4780
watermelon	4781
wasting	4782
warehouse	4783
wacky	4784
vomit	4785
visual	4786
visitors	4787
visa	4788
vets	4789
venezuela	4790
vegetarian	4791
vegan	4792
vagina	4793
vaccines	4794
va	4795
usda	4796
unusual	4797
unlikely	4798
universities	4799
unhinged	4800
undercover	4801
undecided	4802
tyson	4803
twin	4804
tvs	4805
turmoil	4806
turkeys	4807
tunnel	4808
tsarnaev	4809
truths	4810
trumpcare	4811
treasure	4812
trap	4813
transparency	4814
tpp	4815
tournament	4816
tornado	4817
tool	4818
tongue	4819
tommy	4820
tomi	4821
tide	4822
thrilled	4823
threaten	4824
theresa	4825
thai	4826
tested	4827
tesla	4828
terms	4829
teddy	4830
technique	4831
tearyeyed	4832
tear	4833
targeted	4834
tales	4835
takeover	4836
takeout	4837
tackling	4838
tackle	4839
syrians	4840
syndrome	4841
sympathy	4842
swiss	4843
sweeps	4844
sweating	4845
survey	4846
supply	4847
superman	4848
sucks	4849
successfully	4850
stylish	4851
stumbles	4852
stuffed	4853
streaming	4854
storage	4855
stepping	4856
stem	4857
stefani	4858
standoff	4859
stall	4860
stabbing	4861
splitting	4862
spice	4863
solved	4864
solidarity	4865
soft	4866
socks	4867
socalled	4868
sober	4869
smoker	4870
slur	4871
slope	4872
slice	4873
sleeps	4874
slavery	4875
simmons	4876
signed	4877
shoulder	4878
shortage	4879
shave	4880
sharply	4881
shade	4882
settle	4883
serving	4884
serves	4885
september	4886
sept	4887
selfesteem	4888
selection	4889
secure	4890
sears	4891
seals	4892
script	4893
scream	4894
scottish	4895
sasha	4896
santorum	4897
sandra	4898
samsung	4899
sacrifice	4900
ruth	4901
rupauls	4902
rumored	4903
rubios	4904
rowling	4905
rover	4906
rounds	4907
rocket	4908
robbery	4909
roads	4910
rip	4911
rider	4912
rhetoric	4913
resume	4914
result	4915
responses	4916
reputation	4917
replaced	4918
repeated	4919
reopens	4920
renewed	4921
removing	4922
reminded	4923
remarks	4924
reject	4925
refuge	4926
reflects	4927
refers	4928
reference	4929
reduces	4930
recount	4931
receiving	4932
recalled	4933
reached	4934
rankings	4935
ranger	4936
range	4937
ramadan	4938
raids	4939
quote	4940
qaeda	4941
pyramid	4942
pussy	4943
purpose	4944
purple	4945
purchased	4946
psychological	4947
prosecutors	4948
proposes	4949
promoting	4950
proclaims	4951
principles	4952
principal	4953
preparing	4954
precious	4955
powerball	4956
pours	4957
pour	4958
possibility	4959
portraits	4960
portland	4961
pork	4962
poorly	4963
pompeo	4964
polish	4965
pole	4966
pokemon	4967
plussize	4968
plug	4969
pleasure	4970
playlist	4971
plants	4972
pixar	4973
piss	4974
pilgrimage	4975
pie	4976
pics	4977
piano	4978
photography	4979
photograph	4980
peyton	4981
pee	4982
peanut	4983
patent	4984
patch	4985
pat	4986
parental	4987
paramount	4988
papers	4989
pals	4990
pakistan	4991
painting	4992
package	4993
overturn	4994
overnight	4995
outofcontrol	4996
outfit	4997
ourselves	4998
otherwise	4999
